fire_id,comune,fire_date,area_ha,day_or_night_ignition,pct_agricultural_landcover,pastureland_context_flag,shape_compactness,straight_edge_fraction,geometric_shape_flag
220516,Petralia Sottana,2023-09-14 12:55:00.000,51,day,39.2,near/in agricultural land,0.212,0.376,True
238336,Polizzi Generosa,2024-08-19 11:17:00.000,32,day,100.0,near/in agricultural land,0.522,0.29,False
245700,Polizzi Generosa,2024-10-06 11:17:00.000,10,day,11.1,not predominantly agricultural,0.608,0.141,False
280335,Petralia Sottana,2025-08-28 11:04:00.000,184,day,84.1,near/in agricultural land,0.438,0.418,True
276526,Piana degli Albanesi,2025-08-01 11:57:00.000,48,day,78.0,near/in agricultural land,0.409,0.432,True
18899,Polizzi Generosa,2019-07-05 00:00:00.000,24,night,100.0,near/in agricultural land,0.448,0.414,True
15573,Polizzi Generosa,2019-09-14 00:00:00.000,50,night,62.7,near/in agricultural land,0.739,0.328,False
43373,Polizzi Generosa,2020-09-01 15:47:52.043,31,day,25.8,not predominantly agricultural,0.635,0.135,False
204988,Polizzi Generosa,2022-07-06 00:01:00.000,876,night,92.3,near/in agricultural land,0.209,0.445,True
208683,Polizzi Generosa,2022-08-04 12:19:00.000,4,day,0.0,not predominantly agricultural,0.919,0.237,False
223881,Polizzi Generosa,2023-11-16 12:23:00.000,132,day,57.9,near/in agricultural land,0.717,0.382,True
222409,Polizzi Generosa,2023-10-07 12:51:00.000,29,day,0.0,not predominantly agricultural,0.574,0.102,False
221083,Prizzi,2023-09-20 11:53:00.000,62,day,71.4,near/in agricultural land,0.159,0.281,False
277965,Prizzi,2025-08-10 11:40:00.000,10,day,8.3,not predominantly agricultural,0.409,0.322,False
16141,Roccamena,2019-08-10 00:00:00.000,91,night,81.9,near/in agricultural land,0.403,0.49,True
217121,Roccamena,2023-07-15 12:51:00.000,64,day,57.1,near/in agricultural land,0.193,0.344,False
40617,San Cipirello,2020-07-24 00:48:00.000,63,night,0.0,not predominantly agricultural,0.686,0.38,True
44819,San Mauro Castelverde,2020-10-17 10:15:00.000,36,day,0.0,not predominantly agricultural,0.287,0.425,True
45051,San Mauro Castelverde,2020-10-21 11:48:00.000,10,day,0.0,not predominantly agricultural,0.681,0.3,False
45949,Tusa,2021-02-05 10:54:00.000,5,day,0.0,not predominantly agricultural,0.612,0.252,False
46439,San Mauro Castelverde,2021-03-01 01:12:00.000,4,night,0.0,not predominantly agricultural,0.899,0.071,False
211645,San Mauro Castelverde,2022-11-09 12:50:00.000,11,day,0.0,not predominantly agricultural,0.32,0.283,False
206086,Tusa,2022-07-12 11:10:00.000,22,day,0.0,not predominantly agricultural,0.488,0.355,True
213653,San Mauro Castelverde,2023-02-24 00:00:00.000,9,night,0.0,not predominantly agricultural,0.411,0.263,False
221088,Tusa,2023-09-21 12:25:00.000,145,day,10.4,not predominantly agricultural,0.261,0.341,False
224041,San Mauro Castelverde,2023-11-07 11:51:00.000,5,day,0.0,not predominantly agricultural,0.353,0.387,True
224247,San Mauro Castelverde,2024-01-03 11:34:00.000,2,day,0.0,not predominantly agricultural,0.722,0.297,False
225417,San Mauro Castelverde,2024-02-07 00:58:00.000,3,night,0.0,not predominantly agricultural,0.605,0.278,False
246129,San Mauro Castelverde,2024-10-08 12:17:00.000,10,day,0.0,not predominantly agricultural,0.904,0.243,False
246130,San Mauro Castelverde,2024-10-08 12:17:00.000,3,day,0.0,not predominantly agricultural,0.558,0.488,True
243105,Santa Cristina Gela,2024-09-15 11:10:00.000,57,day,47.4,near/in agricultural land,0.669,0.346,False
279606,Santa Cristina Gela,2025-08-27 11:21:00.000,187,day,90.4,near/in agricultural land,0.396,0.511,True
15725,Sciara,2019-08-03 00:00:00.000,220,night,0.0,not predominantly agricultural,0.401,0.528,True
44589,Sciara,2020-09-26 00:00:00.000,13,night,0.0,not predominantly agricultural,0.488,0.404,True
41693,Sciara,2020-07-28 00:24:00.000,29,night,0.0,not predominantly agricultural,0.814,0.362,True
42047,Sciara,2020-08-14 21:20:00.000,14,night,41.7,near/in agricultural land,0.867,0.232,False
45957,Sciara,2021-02-06 10:35:29.841,13,day,0.0,not predominantly agricultural,0.518,0.476,True
45958,Sciara,2021-02-06 10:15:00.000,6,day,0.0,not predominantly agricultural,0.838,0.167,False
202613,Sciara,2022-05-18 11:40:00.000,8,day,71.4,near/in agricultural land,0.428,0.354,True
222720,Sciara,2023-10-14 00:33:00.000,47,night,0.0,not predominantly agricultural,0.552,0.447,True
245912,Termini Imerese,2024-10-08 11:02:00.000,7,day,85.7,near/in agricultural land,0.796,0.343,False
246125,Sciara,2024-10-08 11:02:00.000,85,day,10.6,not predominantly agricultural,0.364,0.401,True
18679,Sclafani Bagni,2019-10-01 00:00:00.000,33,night,100.0,near/in agricultural land,0.642,0.438,True
209439,Sclafani Bagni,2022-08-18 00:00:00.000,16,night,7.1,not predominantly agricultural,0.492,0.266,False
228375,Sclafani Bagni,2024-04-05 11:17:00.000,8,day,0.0,not predominantly agricultural,0.226,0.233,False
249703,Sclafani Bagni,2024-11-23 12:57:00.000,1,day,0.0,not predominantly agricultural,0.756,0.335,False
26272,Termini Imerese,2020-06-01 12:00:00.000,14,day,100.0,near/in agricultural land,0.181,0.355,True
43371,Termini Imerese,2020-08-29 09:30:00.000,8,day,55.6,near/in agricultural land,0.796,0.106,False
50227,Termini Imerese,2021-07-01 00:00:00.000,5,night,16.7,not predominantly agricultural,0.65,0.405,True
52216,Termini Imerese,2021-07-30 12:55:00.000,8,day,0.0,not predominantly agricultural,0.659,0.311,False
50226,Termini Imerese,2021-07-01 11:10:00.000,18,day,88.9,near/in agricultural land,0.162,0.268,False
210878,Termini Imerese,2022-09-21 12:17:00.000,9,day,0.0,not predominantly agricultural,0.632,0.332,False
209604,Termini Imerese,2022-08-16 00:00:00.000,22,night,12.5,not predominantly agricultural,0.184,0.311,False
209605,Termini Imerese,2022-08-16 00:00:00.000,3,night,0.0,not predominantly agricultural,0.726,0.21,False
223266,Termini Imerese,2023-10-19 20:17:00.000,205,night,58.5,near/in agricultural land,0.594,0.534,True
219531,Termini Imerese,2023-08-27 12:44:00.000,10,day,40.0,near/in agricultural land,0.347,0.369,True
217865,Termini Imerese,2023-07-25 09:39:00.000,64,day,0.0,not predominantly agricultural,0.324,0.26,False
229732,Termini Imerese,2024-04-17 00:00:00.000,6,night,33.3,near/in agricultural land,0.474,0.274,False
239341,Termini Imerese,2024-08-21 00:00:00.000,7,night,0.0,not predominantly agricultural,0.564,0.385,True
280310,Termini Imerese,2025-08-29 00:11:00.000,18,night,29.4,not predominantly agricultural,0.311,0.718,True
280309,Termini Imerese,2025-08-29 01:05:00.000,56,night,65.5,near/in agricultural land,0.258,0.392,True
204634,Trappeto,2022-07-03 00:56:00.000,5,night,33.3,near/in agricultural land,0.402,0.32,False
208876,Torretta,2022-08-07 11:21:00.000,14,day,0.0,not predominantly agricultural,0.84,0.433,True
218738,Torretta,2023-08-17 12:32:00.000,41,day,4.9,not predominantly agricultural,0.461,0.36,True
211014,Trabia,2022-10-07 11:28:00.000,6,day,33.3,near/in agricultural land,0.716,0.318,False
209603,Trabia,2022-08-16 00:00:00.000,88,night,34.1,near/in agricultural land,0.466,0.376,True
230044,Trabia,2024-04-29 00:45:00.000,2,night,33.3,near/in agricultural land,0.451,0.133,False
223450,Ventimiglia di Sicilia,2023-10-27 00:37:00.000,73,night,0.0,not predominantly agricultural,0.63,0.409,True
223271,Vicari,2023-10-19 11:10:00.000,6,day,11.1,not predominantly agricultural,0.471,0.371,True
